EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,15,4,11,,,,,,,9,1,8
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,12,5,7,,,,,,,6,3,3
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,109,47,62,,,,3,2,1,44,20,24
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,168,68,100,1,1,,2,,2,56,23,33
Bank of Montreal,2019,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,1,1,,,,,,,,1,1,
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,5,2,3,,,,2,1,1,,,
Bank of Montreal,2010,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,433,241,192,6,2,4,4,1,3,131,81,50
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,6,4,2,,,,,,,1,,1
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,2,1,1,,,,1,1,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,1,,1,,,,1,,1,1,,1
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,2,,2,,,,,,,1,,1
Bank of Montreal,2016,Provincial,Alberta,,,Overall,Part-Time,92,23,69,5,,5,1,,1,25,9,16
Bank of Montreal,2011,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,18,1,17,,,,,,,3,,3
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,2,,2,,,,,,,,,
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,451,150,301,17,3,14,22,8,14,140,62,78
Bank of Montreal,2014,Provincial,British Columbia,5221,Depository Credit Intermediation,Senior Managers,Full-Time,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,Full-Time,99,62,37,,,,2,1,1,27,18,9
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,46,20,26,3,,3,4,1,3,16,9,7
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,2,,2,1,,1,1,,1,,,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,9,4,5,,,,,,,1,1,
