EMPLOYERNAME,CALENDARYEAR,EMPLOYMENTSTATUS,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,QUARTERID,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT,SALARYRANGEBOTTOM($),SALARYRANGETOP($)
Bank of Montreal,2010,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Professionals,1,1,1,,,,,,,,,,,"$ 60,000 - $64,999","$ 60,000 - $64,999"
Bank of Montreal,2016,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,3,2,1,1,1,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Senior Managers,1,2,1,1,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Supervisors,3,,,,,,,,,,,,,"$ 45,000 - $49,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Senior Managers,2,9,5,4,,,,,,,,,,"$ 80,000 - $84,999","$100,000 and over"
Bank of Montreal,2016,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,,,,,,,,,,,,,"$ 70,000 - $74,999","$ 70,000 - $74,999"
Bank of Montreal,2018,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,1,19,11,8,,,,1,1,,6,5,1,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,3,,,,,,,,,,,,,"$ 75,000 - $79,999","$ 85,000 - $89,999"
Bank of Montreal,2012,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,,,,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,2,1,1,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Professionals,2,34,19,15,,,,1,,1,5,3,2,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,7,1,6,,,,,,,2,,2,"$ 25,000 - $29,999","$ 70,000 - $74,999"
Bank of Montreal,2015,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,,,,,,,,,,,,,"$ 65,000 - $69,999","$ 65,000 - $69,999"
Bank of Montreal,2015,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Other Sales and Service Personnel,2,,,,,,,,,,,,,"$ 55,000 - $59,999","$100,000 and over"
Bank of Montreal,2015,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,1,,1,,,,,,,1,,1,"$ 10,000 - $14,999","$ 20,000 - $24,999"
Bank of Montreal,2015,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,1,,1,,,,,,,,,,"$ 20,000 - $24,999","$ 30,000 - $34,999"
Bank of Montreal,2015,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,17,2,15,,,,2,1,1,11,2,9,"$  5,000 - $ 9,999","$ 45,000 - $49,999"
Bank of Montreal,2014,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,1,68,23,45,,,,3,,3,22,9,13,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,1,1,,,,,,,,,,,"Under $5,000","$ 50,000 - $54,999"
Bank of Montreal,2014,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,2,2,,2,,,,,,,1,,1,"$ 40,000 - $44,999","$ 55,000 - $59,999"
Bank of Montreal,2014,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,2,,,,,,,,,,,,,"$ 15,000 - $19,999","$ 40,000 - $44,999"
Bank of Montreal,2011,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,3,6,5,1,,,,,,,2,1,1,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Middle and Other Managers,2,9,7,2,,,,,,,1,,1,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Halifax,5221,Depository Credit Intermediation,Professionals,3,8,8,,,,,1,1,,1,1,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Other Sales and Service Personnel,2,,,,,,,,,,,,,"$ 35,000 - $39,999","$ 40,000 - $44,999"
Bank of Montreal,2011,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,2,,2,,,,1,,1,1,,1,"$  5,000 - $ 9,999","$ 60,000 - $64,999"
Bank of Montreal,2013,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,2,215,27,188,5,,5,5,1,4,80,14,66,"$  5,000 - $ 9,999","$ 95,000 - $99,999"
Bank of Montreal,2013,Full-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,,1,,,,,,,,,,"$ 10,000 - $14,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,291,146,145,3,2,1,15,7,8,166,82,84,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2017,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Skilled Manual Workers,3,,,,,,,,,,,,,"$ 90,000 - $94,999","$ 90,000 - $94,999"
Bank of Montreal,2017,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,109,29,80,2,,2,8,2,6,56,20,36,"$ 10,000 - $14,999","$ 85,000 - $89,999"
Bank of Montreal,2017,Part-Time,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,232,22,210,4,,4,12,,12,50,4,46,"Under $5,000","$ 60,000 - $64,999"
Bank of Montreal,2017,Part-Time,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,939,177,762,28,6,22,31,5,26,252,75,177,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2017,Part-Time,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,1,1,,1,,,,,,,,,,"$ 25,000 - $29,999","$ 25,000 - $29,999"
Bank of Montreal,2017,Part-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,14,1,13,,,,,,,7,1,6,"$  5,000 - $ 9,999","$ 40,000 - $44,999"
Bank of Montreal,2017,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,5,,5,,,,,,,,,,"$  5,000 - $ 9,999","$ 35,000 - $39,999"
Bank of Montreal,2010,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Middle and Other Managers,3,2,2,,,,,,,,,,,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,3,,,,,,,,,,,,,"$ 60,000 - $64,999","$ 90,000 - $94,999"
Bank of Montreal,2010,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Middle and Other Managers,3,2,1,1,,,,,,,,,,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,3,2,2,,,,,,,,1,1,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,6,3,3,1,,1,1,,1,1,,1,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2010,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2010,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,4,2,,2,,,,,,,,,,"$ 25,000 - $29,999","$ 95,000 - $99,999"
Bank of Montreal,2010,Part-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2019,Full-Time,National,Canada,5221,Depository Credit Intermediation,Semi-Skilled Manual Workers,1,1,1,,,,,,,,,,,"$ 85,000 - $89,999","$ 85,000 - $89,999"
Bank of Montreal,2019,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2011,Part-Time,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,3,,,,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2018,Full-Time,National,Canada,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,1,1,1,,,,,,,,,,,"$ 70,000 - $74,999","$ 70,000 - $74,999"
Bank of Montreal,2018,Full-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,1,1,,1,,,,,,,,,,"$ 45,000 - $49,999","$ 45,000 - $49,999"
Bank of Montreal,2018,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,5,3,2,,,,,,,4,2,2,"$ 40,000 - $44,999","$ 95,000 - $99,999"
Bank of Montreal,2018,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,4,2,,2,,,,,,,1,,1,"$ 15,000 - $19,999","$ 50,000 - $54,999"
Bank of Montreal,2018,Part-Time,Provincial,British Columbia,,,Overall,,473,90,383,19,1,18,30,5,25,171,47,124,,
Bank of Montreal,2018,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Professionals,1,1,1,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Other Sales and Service Personnel,1,2,1,1,,,,,,,,,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2015,Full-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Supervisors,2,,,,,,,,,,,,,"$ 75,000 - $79,999","$ 75,000 - $79,999"
Bank of Montreal,2015,Part-Time,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,1,,1,,,,,,,,,,"Under $5,000","$ 65,000 - $69,999"
Bank of Montreal,2015,Part-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,3,,3,,,,,,,,,,"$  5,000 - $ 9,999","$ 30,000 - $34,999"
Bank of Montreal,2015,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,4,1,1,,,,,,,,1,1,,"$ 95,000 - $99,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,5,2,3,,,,,,,3,1,2,"$  5,000 - $ 9,999","$ 55,000 - $59,999"
Bank of Montreal,2014,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Crafts and Trades Workers,2,,,,,,,,,,,,,"$ 80,000 - $84,999","$ 90,000 - $94,999"
Bank of Montreal,2014,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Middle and Other Managers,4,1,1,,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,10,3,7,,,,,,,7,3,4,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,4,1,,1,,,,,,,,,,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Senior Managers,2,2,1,1,,,,,,,1,1,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,2,20,12,8,,,,,,,5,4,1,"$ 45,000 - $49,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,11,6,5,,,,,,,7,3,4,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Clerical Personnel,3,3,1,2,,,,,,,,,,"$ 25,000 - $29,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Middle and Other Managers,4,,,,,,,,,,,,,"$ 40,000 - $44,999","$ 40,000 - $44,999"
Bank of Montreal,2013,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Senior Managers,3,,,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,2,2,1,1,,,,1,,1,1,1,,"Under $5,000","$ 40,000 - $44,999"
Bank of Montreal,2013,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,2,32,25,7,,,,2,1,1,7,5,2,"$ 20,000 - $24,999","$100,000 and over"
Bank of Montreal,2013,Full-Time,CMA,Montr�al,5221,Depository Credit Intermediation,Senior Managers,4,1,1,,,,,,,,,,,"$100,000 and over","$100,000 and over"
Bank of Montreal,2013,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,1,,1,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,4,1,1,,,,,,,,,,,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2017,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,160,74,86,,,,2,1,1,93,46,47,"Under $5,000","$100,000 and over"
Bank of Montreal,2017,Part-Time,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,4,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2017,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Professionals,4,1,,1,,,,,,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2017,Part-Time,CMA,Winnipeg,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,2,1,,1,,,,,,,,,,"$  5,000 - $ 9,999","$ 35,000 - $39,999"
Bank of Montreal,2016,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Professionals,1,129,55,74,,,,2,,2,32,20,12,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Professionals,4,2,2,,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2016,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,2,,,,,,,,,,,,,"$ 60,000 - $64,999","$ 60,000 - $64,999"
Bank of Montreal,2015,Full-Time,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,6,2,4,,,,,,,3,,3,"Under $5,000","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,4,4,4,,,,,,,,2,2,,"Under $5,000","$100,000 and over"
Bank of Montreal,2015,Full-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,2,24,18,6,1,1,,2,,2,14,9,5,"$ 40,000 - $44,999","$100,000 and over"
Bank of Montreal,2012,Full-Time,CMA,Regina,5221,Depository Credit Intermediation,Professionals,1,7,3,4,,,,1,,1,,,,"$ 50,000 - $54,999","$100,000 and over"
Bank of Montreal,2012,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Middle and Other Managers,4,2,,2,,,,,,,,,,"$  5,000 - $ 9,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,National,Canada,5221,Depository Credit Intermediation,Other Sales and Service Personnel,4,1,1,,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2014,Full-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,3,,,,,,,,,,,,,"$ 55,000 - $59,999","$ 65,000 - $69,999"
Bank of Montreal,2014,Part-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,1,3,,3,,,,,,,3,,3,"$ 20,000 - $24,999","$ 50,000 - $54,999"
Bank of Montreal,2014,Part-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,3,2,,2,,,,1,,1,,,,"$ 15,000 - $19,999","$ 50,000 - $54,999"
Bank of Montreal,2014,Part-Time,CMA,Edmonton,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,4,,4,,,,,,,2,,2,"Under $5,000","$ 40,000 - $44,999"
Bank of Montreal,2019,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,2,,2,,,,,,,1,,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,12,8,4,1,,1,1,,1,6,5,1,"Under $5,000","$100,000 and over"
Bank of Montreal,2019,Part-Time,National,Canada,5221,Depository Credit Intermediation,Supervisors,4,1,,1,,,,,,,1,,1,"$ 20,000 - $24,999","$ 65,000 - $69,999"
Bank of Montreal,2018,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,48,24,24,1,,1,3,2,1,28,14,14,"Under $5,000","$ 70,000 - $74,999"
Bank of Montreal,2018,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Middle and Other Managers,3,5,4,1,,,,,,,,,,"Under $5,000","$100,000 and over"
Bank of Montreal,2018,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,1,3,,3,,,,,,,2,,2,"$ 35,000 - $39,999","$ 55,000 - $59,999"
Bank of Montreal,2018,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,4,23,4,19,1,,1,2,,2,12,2,10,"Under $5,000","$ 45,000 - $49,999"
Bank of Montreal,2018,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,2,202,60,142,1,,1,2,1,1,81,25,56,"Under $5,000","$ 45,000 - $49,999"
Bank of Montreal,2016,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,3,,,,,,,,,,,,,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,2,5,,5,,,,,,,1,,1,"$ 30,000 - $34,999","$100,000 and over"
Bank of Montreal,2016,Full-Time,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,4,1,1,,,,,,,,,,,"$ 25,000 - $29,999","$ 90,000 - $94,999"
Bank of Montreal,2016,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,1,3,1,2,1,,1,1,,1,1,,1,"$ 25,000 - $29,999","$ 70,000 - $74,999"
Bank of Montreal,2016,Full-Time,CMA,Toronto,5221,Depository Credit Intermediation,Clerical Personnel,1,10,1,9,,,,,,,9,1,8,"Under $5,000","$ 95,000 - $99,999"
Bank of Montreal,2016,Full-Time,CMA,Vancouver,5221,Depository Credit Intermediation,Supervisors,1,2,1,1,,,,,,,1,,1,"$ 30,000 - $34,999","$ 75,000 - $79,999"
Bank of Montreal,2016,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,1,26,11,15,1,,1,,,,8,5,3,"$ 15,000 - $19,999","$ 65,000 - $69,999"
Bank of Montreal,2016,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,4,8,1,7,,,,1,,1,,,,"$  5,000 - $ 9,999","$ 50,000 - $54,999"
Bank of Montreal,2016,Part-Time,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,4,6,1,5,,,,,,,2,,2,"Under $5,000","$ 55,000 - $59,999"
Bank of Montreal,2016,Part-Time,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,1,47,11,36,1,,1,2,1,1,19,7,12,"Under $5,000","$ 35,000 - $39,999"
Bank of Montreal,2016,Part-Time,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,1,1,,1,,,,,,,,,,"$ 60,000 - $64,999","$ 60,000 - $64,999"
Bank of Montreal,2010,Full-Time,CMA,Calgary,5221,Depository Credit Intermediation,Clerical Personnel,3,9,,9,,,,2,,2,2,,2,"$ 25,000 - $29,999","$ 60,000 - $64,999"
Bank of Montreal,2010,Part-Time,Provincial,Saskatchewan,,,Overall,,67,5,62,3,1,2,1,,1,8,3,5,,
Bank of Montreal,2010,Part-Time,CMA,Toronto,5221,Depository Credit Intermediation,Supervisors,2,,,,,,,,,,,,,"$ 30,000 - $34,999","$ 30,000 - $34,999"
Bank of Montreal,2011,Full-Time,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,4,6,3,3,,,,,,,,,,"$ 35,000 - $39,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,Provincial,Nova Scotia,,,Overall,,338,109,229,5,,5,15,6,9,20,8,12,,
Bank of Montreal,2011,Full-Time,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,3,,,,,,,,,,,,,"$ 15,000 - $19,999","$100,000 and over"
Bank of Montreal,2011,Full-Time,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,3,11,1,10,1,,1,,,,3,,3,"$ 20,000 - $24,999","$ 35,000 - $39,999"
