EMPLOYERNAME,CALENDARYEAR,GEOGRAPHY,LOCATION,NAICSID,NAICSCLASSTITLE,OCCGROUP,EMPLOYMENTSTATUS,TOTALPROMOTIONS,TOTALMENPROMOTIONS,TOTALWOMENPROMOTIONS,TOTALABORIGALLPROMOTIONS,TOTALABORIGMENPROMOTIONS,TOTALABORIGWOMENPROMOTIONS,TOTALPWDALLPROMOTIONS,TOTALPWDMENPROMOTIONS,TOTALPWDWOMENPROMOTIONS,TOTALVISMINALLPROMOTIONS,TOTALVISMINMENPROMOTIONS,TOTALVISMINWOMENPROMOTIONS,ALLCOUNT,ALLMENCOUNT,ALLWOMENCOUNT,ABORIGALLCOUNT,ABORIGMENCOUNT,ABORIGWOMENCOUNT,PWDALLCOUNT,PWDMENCOUNT,PWDWOMENCOUNT,VISMINALLCOUNT,VISMINMENCOUNT,VISMINWOMENCOUNT
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,136,58,78,1,,1,3,1,2,35,18,17
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,3,1,2,,,,1,,1,1,1,
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1,1,,,,,,,,1,1,
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,12,1,11,1,,1,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,432,211,221,10,1,9,12,4,8,234,113,121
Bank of Montreal,2017,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Overall,Part-Time,3,1,2,1,,1,1,,1,,,,3,1,2,1,,1,1,,1,,,
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,30,3,27,1,,1,,,,11,1,10
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2013,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,6,,6,,,,1,,1,3,,3
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,11,4,7,,,,,,,5,1,4
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,834,262,572,14,3,11,23,9,14,312,118,194
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Part-Time,2,1,1,,,,,,,1,1,,2,1,1,,,,,,,1,1,
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,1431,725,706,18,11,7,32,20,12,734,399,335
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,6,4,2,,,,,,,3,3,
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,6,4,2,,,,2,2,,2,1,1
Bank of Montreal,2015,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,3,,3,,,,,,,,,
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,109,38,71,,,,1,,1,64,24,40
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,4,1,3,,,,,,,3,1,2
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,3,,3,,,,1,,1,1,,1
Bank of Montreal,2012,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Overall,Full-Time,210,83,127,3,,3,4,2,2,85,40,45,201,80,121,3,,3,4,2,2,82,39,43
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1379,656,723,22,6,16,51,13,38,494,270,224
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,787,370,417,12,3,9,28,9,19,322,178,144
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Full-Time,29,10,19,1,,1,1,,1,,,,22,8,14,1,,1,1,,1,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,1803,876,927,29,11,18,25,8,17,798,410,388
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Full-Time,854,327,527,7,1,6,6,3,3,217,90,127,763,290,473,7,1,6,6,3,3,189,78,111
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,13,6,7,,,,,,,1,,1
Bank of Montreal,2014,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,1472,641,831,18,3,15,38,13,25,534,253,281
Bank of Montreal,2019,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,14,5,9,,,,,,,2,1,1
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,647,357,290,2,,2,17,7,10,322,193,129
Bank of Montreal,2015,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Part-Time,54,11,43,2,,2,2,2,,24,4,20,51,9,42,2,,2,2,2,,22,3,19
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,31,9,22,,,,2,1,1,10,2,8
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,15,10,5,,,,1,1,,1,1,
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Overall,Full-Time,54,20,34,1,,1,8,,8,12,4,8,49,20,29,1,,1,5,,5,11,4,7
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Full-Time,492,209,283,6,,6,6,4,2,125,62,63,466,195,271,6,,6,6,4,2,121,60,61
Bank of Montreal,2017,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Full-Time,62,26,36,4,1,3,,,,32,15,17,56,25,31,4,1,3,,,,27,14,13
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,23,8,15,1,,1,1,,1,1,,1
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,7,2,5,,,,,,,,,
Bank of Montreal,2019,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,71,25,46,1,1,,6,1,5,32,13,19
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,7,,7,,,,,,,2,,2
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,9,5,4,,,,,,,1,1,
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Full-Time,35,7,28,2,,2,,,,1,,1,32,7,25,2,,2,,,,1,,1
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,1,,1,,,,,,
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,10,1,9,,,,,,,2,,2
Bank of Montreal,2018,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,24,6,18,1,,1,2,1,1,8,3,5
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,51,18,33,3,,3,1,,1,21,6,15
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,6,3,3,,,,,,,2,1,1
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Part-Time,3,,3,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2019,Provincial,Alberta,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,3,,3,,,,,,,1,,1
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,4,,4,,,,,,,,,
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,13,3,10,,,,,,,3,,3
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,25,5,20,,,,1,,1,12,2,10
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,18,3,15,,,,,,,5,1,4
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,10,6,4,,,,,,,2,2,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,45,17,28,,,,,,,24,11,13
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,124,39,85,7,2,5,3,2,1,31,10,21
Bank of Montreal,2010,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,58,16,42,,,,,,,10,2,8,54,14,40,,,,,,,10,2,8
Bank of Montreal,2016,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,15,6,9,,,,2,1,1,3,1,2
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,8,4,4,,,,,,,3,2,1
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,25,3,22,,,,,,,5,1,4
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2017,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Full-Time,11,3,8,1,1,,,,,,,,11,3,8,1,1,,,,,,,
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,342,106,236,3,,3,10,2,8,89,36,53,330,101,229,3,,3,7,1,6,88,36,52
Bank of Montreal,2018,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,33,2,31,4,,4,,,,2,,2
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,278,128,150,,,,12,5,7,158,69,89
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,10,5,5,,,,,,,1,1,
Bank of Montreal,2013,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,1,,1,,,,,,
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,12,4,8,,,,,,,9,2,7
Bank of Montreal,2019,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,10,,10,,,,,,,3,,3
Bank of Montreal,2017,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,953,513,440,3,1,2,24,15,9,466,262,204
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,961,484,477,12,4,8,17,10,7,248,144,104
Bank of Montreal,2010,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,7,,7,,,,1,,1,1,,1
Bank of Montreal,2012,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,6,,6,,,,1,,1,1,,1
Bank of Montreal,2012,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Full-Time,423,162,261,5,1,4,12,6,6,219,93,126,375,140,235,5,1,4,12,6,6,189,77,112
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,23,9,14,,,,,,,17,6,11
Bank of Montreal,2014,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,7,3,4,,,,,,,,,
Bank of Montreal,2014,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,6,4,2,,,,,,,2,2,
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,184,97,87,1,,1,5,5,,99,54,45
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,20,7,13,,,,,,,6,2,4
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,21,10,11,1,,1,,,,3,3,
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,255,120,135,3,1,2,21,8,13,117,52,65
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Part-Time,49,12,37,4,2,2,2,2,,22,8,14,46,12,34,4,2,2,2,2,,21,8,13
Bank of Montreal,2019,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,465,175,290,8,2,6,23,6,17,180,77,103
Bank of Montreal,2011,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Part-Time,2,,2,1,,1,,,,,,,2,,2,1,,1,,,,,,
Bank of Montreal,2015,Provincial,Qu�bec,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,31,11,20,1,,1,,,,10,5,5
Bank of Montreal,2017,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,11,4,7,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,5,2,3,1,1,,,,,2,1,1
Bank of Montreal,2015,National,Canada,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,803,217,586,17,1,16,29,13,16,296,90,206
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Full-Time,436,193,243,4,1,3,33,9,24,192,83,109,388,170,218,4,1,3,29,9,20,173,75,98
Bank of Montreal,2018,Provincial,Qu�bec,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,137,67,70,1,1,,6,3,3,57,29,28
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,4,,4,,,,,,,2,,2
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,9,,9,,,,,,,3,,3
Bank of Montreal,2012,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,26,2,24,,,,1,,1,5,,5
Bank of Montreal,2014,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Part-Time,73,17,56,1,1,,3,3,,24,7,17,69,17,52,1,1,,3,3,,23,7,16
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Part-Time,49,13,36,,,,2,1,1,18,7,11,48,12,36,,,,2,1,1,18,7,11
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,108,32,76,,,,2,,2,21,8,13,105,31,74,,,,2,,2,19,7,12
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
Bank of Montreal,2013,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Full-Time,34,11,23,,,,,,,7,1,6,32,10,22,,,,,,,7,1,6
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Overall,Part-Time,23,3,20,1,,1,,,,9,2,7,22,3,19,1,,1,,,,9,2,7
Bank of Montreal,2012,Provincial,Alberta,5221,Depository Credit Intermediation,Overall,Part-Time,24,,24,,,,,,,10,,10,22,,22,,,,,,,9,,9
Bank of Montreal,2016,Provincial,Ontario,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,4,,4,,,,,,,,,
Bank of Montreal,2011,Provincial,Qu�bec,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,150,73,77,,,,,,,12,8,4
Bank of Montreal,2013,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,29,10,19,1,1,,,,,8,3,5
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Part-Time,17,1,16,,,,,,,3,,3,15,1,14,,,,,,,2,,2
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,5,2,3,,,,1,,1,2,1,1
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,4,1,3,,,,,,,,,
Bank of Montreal,2018,Provincial,British Columbia,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Part-Time,,,,,,,,,,,,,254,51,203,9,,9,18,3,15,99,27,72
Bank of Montreal,2011,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,22,3,19,1,,1,2,,2,2,1,1
Bank of Montreal,2011,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Part-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2017,Provincial,Manitoba,5221,Depository Credit Intermediation,Overall,Part-Time,1,,1,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2010,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,10,1,9,,,,,,,,,
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Semi-Professionals and Technicians,Full-Time,,,,,,,,,,,,,2,1,1,,,,,,,,,
Bank of Montreal,2019,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,46,17,29,,,,2,,2,19,8,11,45,17,28,,,,2,,2,19,8,11
Bank of Montreal,2013,Provincial,Qu�bec,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,130,43,87,,,,,,,35,17,18
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,1,1,,,,,,,,,,
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Part-Time,3,1,2,,,,,,,1,1,,3,1,2,,,,,,,1,1,
Bank of Montreal,2012,Provincial,Ontario,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,283,105,178,2,,2,9,2,7,151,70,81
Bank of Montreal,2014,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Overall,Part-Time,12,1,11,,,,1,1,,6,,6,11,1,10,,,,1,1,,5,,5
Bank of Montreal,2013,Provincial,New Brunswick,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
Bank of Montreal,2018,National,Canada,5221,Depository Credit Intermediation,Middle and Other Managers,Part-Time,,,,,,,,,,,,,12,4,8,1,1,,1,1,,2,,2
Bank of Montreal,2018,Provincial,Alberta,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,113,55,58,5,2,3,5,1,4,39,23,16
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Full-Time,3304,1359,1945,46,11,35,63,26,37,1418,640,778,3023,1244,1779,39,10,29,60,23,37,1311,594,717
Bank of Montreal,2019,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Overall,Full-Time,19,5,14,1,,1,,,,2,,2,19,5,14,1,,1,,,,2,,2
Bank of Montreal,2013,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,64,18,46,,,,1,1,,18,5,13
Bank of Montreal,2017,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,1,,1,,,,,,,1,,1
Bank of Montreal,2017,Provincial,Alberta,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,8,1,7,,,,1,1,,3,,3
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Supervisors,Full-Time,,,,,,,,,,,,,80,19,61,,,,,,,30,8,22
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Professionals,Part-Time,,,,,,,,,,,,,26,4,22,,,,1,1,,4,,4
Bank of Montreal,2010,Provincial,Ontario,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,53,4,49,1,,1,3,,3,10,2,8
Bank of Montreal,2010,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Full-Time,69,22,47,2,,2,2,,2,9,3,6,60,19,41,2,,2,2,,2,8,3,5
Bank of Montreal,2012,Provincial,Newfoundland and Labrador,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,7,2,5,,,,,,,1,,1
Bank of Montreal,2016,National,Canada,5221,Depository Credit Intermediation,Intermediate Sales and Service Personnel,Full-Time,,,,,,,,,,,,,90,46,44,1,,1,2,,2,37,18,19
Bank of Montreal,2015,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Professionals,Full-Time,,,,,,,,,,,,,11,4,7,1,,1,,,,1,1,
Bank of Montreal,2015,Provincial,British Columbia,5221,Depository Credit Intermediation,Skilled Sales and Service Personnel,Full-Time,,,,,,,,,,,,,8,1,7,,,,,,,5,1,4
Bank of Montreal,2015,Provincial,Alberta,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,2,,2,,,,,,,1,,1
Bank of Montreal,2018,Provincial,Ontario,5221,Depository Credit Intermediation,Overall,Part-Time,743,178,565,23,5,18,42,8,34,206,64,142,704,165,539,21,5,16,41,7,34,194,59,135
Bank of Montreal,2018,Provincial,Nova Scotia,5221,Depository Credit Intermediation,Overall,Part-Time,40,5,35,2,,2,2,,2,7,2,5,38,5,33,2,,2,2,,2,7,2,5
Bank of Montreal,2018,Provincial,New Brunswick,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2010,National,Canada,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,577,139,438,10,2,8,22,8,14,241,68,173
Bank of Montreal,2014,Provincial,Qu�bec,5221,Depository Credit Intermediation,Overall,Part-Time,37,14,23,,,,,,,5,2,3,35,14,21,,,,,,,5,2,3
Bank of Montreal,2016,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,2,,2,,,,,,,,,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Clerical Personnel,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,1,1,
Bank of Montreal,2016,Provincial,British Columbia,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Part-Time,,,,,,,,,,,,,22,5,17,3,1,2,2,,2,10,4,6
Bank of Montreal,2019,Provincial,Manitoba,5221,Depository Credit Intermediation,Administrative and Senior Clerical Personnel,Full-Time,,,,,,,,,,,,,9,6,3,,,,1,1,,5,3,2
Bank of Montreal,2013,Provincial,Ontario,5221,Depository Credit Intermediation,Senior Managers,Full-Time,,,,,,,,,,,,,3,2,1,,,,,,,,,
Bank of Montreal,2010,Provincial,New Brunswick,5221,Depository Credit Intermediation,Clerical Personnel,Part-Time,,,,,,,,,,,,,1,,1,,,,,,,,,
Bank of Montreal,2011,Provincial,Ontario,5221,Depository Credit Intermediation,Middle and Other Managers,Full-Time,,,,,,,,,,,,,734,373,361,8,3,5,14,6,8,265,141,124
Bank of Montreal,2011,Provincial,Saskatchewan,5221,Depository Credit Intermediation,Overall,Full-Time,99,25,74,4,1,3,1,1,,20,6,14,88,23,65,4,1,3,1,1,,18,6,12
